Hour,Seasons,Holiday,Functioning Day,Month,Rented Bike Count
Morning,Spring,No Holiday,Yes,March,4
Morning,Spring,No Holiday,Yes,March,22
Morning,Spring,No Holiday,Yes,March,20
Morning,Spring,No Holiday,Yes,March,85
Morning,Spring,No Holiday,Yes,March,184
Morning,Spring,No Holiday,Yes,March,211
Morning,Spring,No Holiday,Yes,March,232
Morning,Spring,No Holiday,Yes,March,322
Morning,Spring,No Holiday,Yes,March,438
Afternoon,Spring,No Holiday,Yes,March,465
Afternoon,Spring,No Holiday,Yes,March,550
Afternoon,Spring,No Holiday,Yes,March,637
Afternoon,Spring,No Holiday,Yes,March,718
Afternoon,Spring,No Holiday,Yes,March,865
Afternoon,Spring,No Holiday,Yes,March,1155
Night,Spring,No Holiday,Yes,March,782
Night,Spring,No Holiday,Yes,March,578
Night,Spring,No Holiday,Yes,March,533
Night,Spring,No Holiday,Yes,March,466
Night,Spring,No Holiday,Yes,March,274
Morning,Spring,No Holiday,Yes,March,224
Morning,Spring,No Holiday,Yes,March,188
Morning,Spring,No Holiday,Yes,March,122
Morning,Spring,No Holiday,Yes,March,82
Morning,Spring,No Holiday,Yes,March,79
Morning,Spring,No Holiday,Yes,March,80
Morning,Spring,No Holiday,Yes,March,214
Morning,Spring,No Holiday,Yes,March,583
Morning,Spring,No Holiday,Yes,March,997
Morning,Spring,No Holiday,Yes,March,556
Morning,Spring,No Holiday,Yes,March,380
Morning,Spring,No Holiday,Yes,March,475
Morning,Spring,No Holiday,Yes,March,504
Afternoon,Spring,No Holiday,Yes,March,528
Afternoon,Spring,No Holiday,Yes,March,567
Afternoon,Spring,No Holiday,Yes,March,616
Afternoon,Spring,No Holiday,Yes,March,680
Afternoon,Spring,No Holiday,Yes,March,883
Afternoon,Spring,No Holiday,Yes,March,1246
Night,Spring,No Holiday,Yes,March,833
Night,Spring,No Holiday,Yes,March,666
Night,Spring,No Holiday,Yes,March,625
Night,Spring,No Holiday,Yes,March,514
Night,Spring,No Holiday,Yes,March,361
Morning,Spring,No Holiday,Yes,March,289
Morning,Spring,No Holiday,Yes,March,194
Morning,Spring,No Holiday,Yes,March,134
Morning,Spring,No Holiday,Yes,March,92
Morning,Spring,No Holiday,Yes,March,49
Morning,Spring,No Holiday,Yes,March,97
Morning,Spring,No Holiday,Yes,March,232
Morning,Spring,No Holiday,Yes,March,598
Morning,Spring,No Holiday,Yes,March,1032
Morning,Spring,No Holiday,Yes,March,566
Morning,Spring,No Holiday,Yes,March,410
Morning,Spring,No Holiday,Yes,March,441
Morning,Spring,No Holiday,Yes,March,550
Afternoon,Spring,No Holiday,Yes,March,509
Afternoon,Spring,No Holiday,Yes,March,505
Afternoon,Spring,No Holiday,Yes,March,620
Afternoon,Spring,No Holiday,Yes,March,646
Afternoon,Spring,No Holiday,Yes,March,849
Afternoon,Spring,No Holiday,Yes,March,1365
Night,Spring,No Holiday,Yes,March,799
Night,Spring,No Holiday,Yes,March,587
Night,Spring,No Holiday,Yes,March,411
Night,Spring,No Holiday,Yes,March,147
Night,Spring,No Holiday,Yes,March,48
Morning,Spring,No Holiday,Yes,March,49
Morning,Spring,No Holiday,Yes,March,23
Morning,Spring,No Holiday,Yes,March,19
Morning,Spring,No Holiday,Yes,March,12
Morning,Spring,No Holiday,Yes,March,8
Morning,Spring,No Holiday,Yes,March,17
Morning,Spring,No Holiday,Yes,March,32
Morning,Spring,No Holiday,Yes,March,64
Morning,Spring,No Holiday,Yes,March,88
Morning,Spring,No Holiday,Yes,March,100
Morning,Spring,No Holiday,Yes,March,165
Morning,Spring,No Holiday,Yes,March,290
Morning,Spring,No Holiday,Yes,March,375
Afternoon,Spring,No Holiday,Yes,March,405
Afternoon,Spring,No Holiday,Yes,March,452
Afternoon,Spring,No Holiday,Yes,March,555
Afternoon,Spring,No Holiday,Yes,March,594
Afternoon,Spring,No Holiday,Yes,March,757
Afternoon,Spring,No Holiday,Yes,March,1091
Night,Spring,No Holiday,Yes,March,683
Night,Spring,No Holiday,Yes,March,586
Night,Spring,No Holiday,Yes,March,533
Night,Spring,No Holiday,Yes,March,498
Night,Spring,No Holiday,Yes,March,315
Morning,Spring,No Holiday,Yes,March,272
Morning,Spring,No Holiday,Yes,March,228
Morning,Spring,No Holiday,Yes,March,155
Morning,Spring,No Holiday,Yes,March,105
Morning,Spring,No Holiday,Yes,March,66
Morning,Spring,No Holiday,Yes,March,88
Morning,Spring,No Holiday,Yes,March,195
Morning,Spring,No Holiday,Yes,March,574
Morning,Spring,No Holiday,Yes,March,1041
Morning,Spring,No Holiday,Yes,March,570
Morning,Spring,No Holiday,Yes,March,361
Morning,Spring,No Holiday,Yes,March,444
Morning,Spring,No Holiday,Yes,March,510
Afternoon,Spring,No Holiday,Yes,March,509
Afternoon,Spring,No Holiday,Yes,March,542
Afternoon,Spring,No Holiday,Yes,March,611
Afternoon,Spring,No Holiday,Yes,March,686
Afternoon,Spring,No Holiday,Yes,March,834
Afternoon,Spring,No Holiday,Yes,March,1231
Night,Spring,No Holiday,Yes,March,718
Night,Spring,No Holiday,Yes,March,535
Night,Spring,No Holiday,Yes,March,537
Night,Spring,No Holiday,Yes,March,521
Night,Spring,No Holiday,Yes,March,309
Morning,Spring,No Holiday,Yes,March,328
Morning,Spring,No Holiday,Yes,March,305
Morning,Spring,No Holiday,Yes,March,241
Morning,Spring,No Holiday,Yes,March,139
Morning,Spring,No Holiday,Yes,March,91
Morning,Spring,No Holiday,Yes,March,79
Morning,Spring,No Holiday,Yes,March,74
Morning,Spring,No Holiday,Yes,March,208
Morning,Spring,No Holiday,Yes,March,340
Morning,Spring,No Holiday,Yes,March,381
Morning,Spring,No Holiday,Yes,March,416
Morning,Spring,No Holiday,Yes,March,497
Morning,Spring,No Holiday,Yes,March,650
Afternoon,Spring,No Holiday,Yes,March,757
Afternoon,Spring,No Holiday,Yes,March,906
Afternoon,Spring,No Holiday,Yes,March,931
Afternoon,Spring,No Holiday,Yes,March,972
Afternoon,Spring,No Holiday,Yes,March,829
Afternoon,Spring,No Holiday,Yes,March,664
Night,Spring,No Holiday,Yes,March,573
Night,Spring,No Holiday,Yes,March,447
Night,Spring,No Holiday,Yes,March,470
Night,Spring,No Holiday,Yes,March,421
Night,Spring,No Holiday,Yes,March,345
Morning,Spring,No Holiday,Yes,March,376
Morning,Spring,No Holiday,Yes,March,222
Morning,Spring,No Holiday,Yes,March,171
Morning,Spring,No Holiday,Yes,March,115
Morning,Spring,No Holiday,Yes,March,80
Morning,Spring,No Holiday,Yes,March,45
Morning,Spring,No Holiday,Yes,March,63
Morning,Spring,No Holiday,Yes,March,119
Morning,Spring,No Holiday,Yes,March,212
Morning,Spring,No Holiday,Yes,March,289
Morning,Spring,No Holiday,Yes,March,394
Morning,Spring,No Holiday,Yes,March,425
Morning,Spring,No Holiday,Yes,March,666
Afternoon,Spring,No Holiday,Yes,March,843
Afternoon,Spring,No Holiday,Yes,March,1154
Afternoon,Spring,No Holiday,Yes,March,1294
Afternoon,Spring,No Holiday,Yes,March,1205
Afternoon,Spring,No Holiday,Yes,March,1028
Afternoon,Spring,No Holiday,Yes,March,776
Night,Spring,No Holiday,Yes,March,596
Night,Spring,No Holiday,Yes,March,530
Night,Spring,No Holiday,Yes,March,533
Night,Spring,No Holiday,Yes,March,419
Night,Spring,No Holiday,Yes,March,288
Morning,Spring,No Holiday,Yes,March,222
Morning,Spring,No Holiday,Yes,March,163
Morning,Spring,No Holiday,Yes,March,95
Morning,Spring,No Holiday,Yes,March,60
Morning,Spring,No Holiday,Yes,March,47
Morning,Spring,No Holiday,Yes,March,106
Morning,Spring,No Holiday,Yes,March,261
Morning,Spring,No Holiday,Yes,March,662
Morning,Spring,No Holiday,Yes,March,1066
Morning,Spring,No Holiday,Yes,March,604
Morning,Spring,No Holiday,Yes,March,406
Morning,Spring,No Holiday,Yes,March,463
Morning,Spring,No Holiday,Yes,March,581
Afternoon,Spring,No Holiday,Yes,March,588
Afternoon,Spring,No Holiday,Yes,March,603
Afternoon,Spring,No Holiday,Yes,March,694
Afternoon,Spring,No Holiday,Yes,March,752
Afternoon,Spring,No Holiday,Yes,March,931
Afternoon,Spring,No Holiday,Yes,March,1425
Night,Spring,No Holiday,Yes,March,946
Night,Spring,No Holiday,Yes,March,801
Night,Spring,No Holiday,Yes,March,771
Night,Spring,No Holiday,Yes,March,695
Night,Spring,No Holiday,Yes,March,397
Morning,Spring,No Holiday,Yes,March,309
Morning,Spring,No Holiday,Yes,March,231
Morning,Spring,No Holiday,Yes,March,161
Morning,Spring,No Holiday,Yes,March,103
Morning,Spring,No Holiday,Yes,March,88
Morning,Spring,No Holiday,Yes,March,97
Morning,Spring,No Holiday,Yes,March,252
Morning,Spring,No Holiday,Yes,March,668
Morning,Spring,No Holiday,Yes,March,1215
Morning,Spring,No Holiday,Yes,March,616
Morning,Spring,No Holiday,Yes,March,428
Morning,Spring,No Holiday,Yes,March,571
Morning,Spring,No Holiday,Yes,March,626
Afternoon,Spring,No Holiday,Yes,March,678
Afternoon,Spring,No Holiday,Yes,March,705
Afternoon,Spring,No Holiday,Yes,March,815
Afternoon,Spring,No Holiday,Yes,March,890
Afternoon,Spring,No Holiday,Yes,March,1085
Afternoon,Spring,No Holiday,Yes,March,1749
Night,Spring,No Holiday,Yes,March,1224
Night,Spring,No Holiday,Yes,March,986
Night,Spring,No Holiday,Yes,March,982
Night,Spring,No Holiday,Yes,March,912
Night,Spring,No Holiday,Yes,March,572
Morning,Spring,No Holiday,Yes,March,412
Morning,Spring,No Holiday,Yes,March,309
Morning,Spring,No Holiday,Yes,March,226
Morning,Spring,No Holiday,Yes,March,142
Morning,Spring,No Holiday,Yes,March,82
Morning,Spring,No Holiday,Yes,March,123
Morning,Spring,No Holiday,Yes,March,290
Morning,Spring,No Holiday,Yes,March,786
Morning,Spring,No Holiday,Yes,March,1371
Morning,Spring,No Holiday,Yes,March,761
Morning,Spring,No Holiday,Yes,March,552
Morning,Spring,No Holiday,Yes,March,643
Morning,Spring,No Holiday,Yes,March,813
Afternoon,Spring,No Holiday,Yes,March,789
Afternoon,Spring,No Holiday,Yes,March,878
Afternoon,Spring,No Holiday,Yes,March,1025
Afternoon,Spring,No Holiday,Yes,March,1049
Afternoon,Spring,No Holiday,Yes,March,1325
Afternoon,Spring,No Holiday,Yes,March,2100
Night,Spring,No Holiday,Yes,March,1478
Night,Spring,No Holiday,Yes,March,1275
Night,Spring,No Holiday,Yes,March,1181
Night,Spring,No Holiday,Yes,March,983
Night,Spring,No Holiday,Yes,March,587
Morning,Spring,No Holiday,Yes,March,466
Morning,Spring,No Holiday,Yes,March,355
Morning,Spring,No Holiday,Yes,March,203
Morning,Spring,No Holiday,Yes,March,51
Morning,Spring,No Holiday,Yes,March,9
Morning,Spring,No Holiday,Yes,March,8
Morning,Spring,No Holiday,Yes,March,10
Morning,Spring,No Holiday,Yes,March,15
Morning,Spring,No Holiday,Yes,March,39
Morning,Spring,No Holiday,Yes,March,32
Morning,Spring,No Holiday,Yes,March,27
Morning,Spring,No Holiday,Yes,March,65
Morning,Spring,No Holiday,Yes,March,204
Afternoon,Spring,No Holiday,Yes,March,269
Afternoon,Spring,No Holiday,Yes,March,289
Afternoon,Spring,No Holiday,Yes,March,329
Afternoon,Spring,No Holiday,Yes,March,214
Afternoon,Spring,No Holiday,Yes,March,411
Afternoon,Spring,No Holiday,Yes,March,676
Night,Spring,No Holiday,Yes,March,606
Night,Spring,No Holiday,Yes,March,533
Night,Spring,No Holiday,Yes,March,567
Night,Spring,No Holiday,Yes,March,506
Night,Spring,No Holiday,Yes,March,343
Morning,Spring,No Holiday,Yes,March,287
Morning,Spring,No Holiday,Yes,March,278
Morning,Spring,No Holiday,Yes,March,178
Morning,Spring,No Holiday,Yes,March,102
Morning,Spring,No Holiday,Yes,March,85
Morning,Spring,No Holiday,Yes,March,85
Morning,Spring,No Holiday,Yes,March,222
Morning,Spring,No Holiday,Yes,March,652
Morning,Spring,No Holiday,Yes,March,1176
Morning,Spring,No Holiday,Yes,March,683
Morning,Spring,No Holiday,Yes,March,507
Morning,Spring,No Holiday,Yes,March,557
Morning,Spring,No Holiday,Yes,March,705
Afternoon,Spring,No Holiday,Yes,March,715
Afternoon,Spring,No Holiday,Yes,March,772
Afternoon,Spring,No Holiday,Yes,March,923
Afternoon,Spring,No Holiday,Yes,March,976
Afternoon,Spring,No Holiday,Yes,March,1160
Afternoon,Spring,No Holiday,Yes,March,1641
Night,Spring,No Holiday,Yes,March,974
Night,Spring,No Holiday,Yes,March,774
Night,Spring,No Holiday,Yes,March,710
Night,Spring,No Holiday,Yes,March,660
Night,Spring,No Holiday,Yes,March,455
Morning,Spring,No Holiday,Yes,March,414
Morning,Spring,No Holiday,Yes,March,366
Morning,Spring,No Holiday,Yes,March,268
Morning,Spring,No Holiday,Yes,March,157
Morning,Spring,No Holiday,Yes,March,103
Morning,Spring,No Holiday,Yes,March,60
Morning,Spring,No Holiday,Yes,March,109
Morning,Spring,No Holiday,Yes,March,193
Morning,Spring,No Holiday,Yes,March,384
Morning,Spring,No Holiday,Yes,March,520
Morning,Spring,No Holiday,Yes,March,561
Morning,Spring,No Holiday,Yes,March,742
Morning,Spring,No Holiday,Yes,March,933
Afternoon,Spring,No Holiday,Yes,March,1111
Afternoon,Spring,No Holiday,Yes,March,1294
Afternoon,Spring,No Holiday,Yes,March,1514
Afternoon,Spring,No Holiday,Yes,March,1440
Afternoon,Spring,No Holiday,Yes,March,1272
Afternoon,Spring,No Holiday,Yes,March,934
Night,Spring,No Holiday,Yes,March,718
Night,Spring,No Holiday,Yes,March,688
Night,Spring,No Holiday,Yes,March,624
Night,Spring,No Holiday,Yes,March,562
Night,Spring,No Holiday,Yes,March,422
Morning,Spring,No Holiday,Yes,March,407
Morning,Spring,No Holiday,Yes,March,309
Morning,Spring,No Holiday,Yes,March,226
Morning,Spring,No Holiday,Yes,March,174
Morning,Spring,No Holiday,Yes,March,106
Morning,Spring,No Holiday,Yes,March,67
Morning,Spring,No Holiday,Yes,March,73
Morning,Spring,No Holiday,Yes,March,152
Morning,Spring,No Holiday,Yes,March,293
Morning,Spring,No Holiday,Yes,March,398
Morning,Spring,No Holiday,Yes,March,460
Morning,Spring,No Holiday,Yes,March,587
Morning,Spring,No Holiday,Yes,March,751
Afternoon,Spring,No Holiday,Yes,March,881
Afternoon,Spring,No Holiday,Yes,March,993
Afternoon,Spring,No Holiday,Yes,March,1128
Afternoon,Spring,No Holiday,Yes,March,1059
Afternoon,Spring,No Holiday,Yes,March,603
Afternoon,Spring,No Holiday,Yes,March,365
Night,Spring,No Holiday,Yes,March,237
Night,Spring,No Holiday,Yes,March,146
Night,Spring,No Holiday,Yes,March,71
Night,Spring,No Holiday,Yes,March,70
Night,Spring,No Holiday,Yes,March,53
Morning,Spring,No Holiday,Yes,March,67
Morning,Spring,No Holiday,Yes,March,38
Morning,Spring,No Holiday,Yes,March,28
Morning,Spring,No Holiday,Yes,March,12
Morning,Spring,No Holiday,Yes,March,9
Morning,Spring,No Holiday,Yes,March,27
Morning,Spring,No Holiday,Yes,March,91
Morning,Spring,No Holiday,Yes,March,370
Morning,Spring,No Holiday,Yes,March,592
Morning,Spring,No Holiday,Yes,March,387
Morning,Spring,No Holiday,Yes,March,292
Morning,Spring,No Holiday,Yes,March,393
Morning,Spring,No Holiday,Yes,March,403
Afternoon,Spring,No Holiday,Yes,March,387
Afternoon,Spring,No Holiday,Yes,March,326
Afternoon,Spring,No Holiday,Yes,March,263
Afternoon,Spring,No Holiday,Yes,March,271
Afternoon,Spring,No Holiday,Yes,March,605
Afternoon,Spring,No Holiday,Yes,March,1200
Night,Spring,No Holiday,Yes,March,818
Night,Spring,No Holiday,Yes,March,711
Night,Spring,No Holiday,Yes,March,731
Night,Spring,No Holiday,Yes,March,565
Night,Spring,No Holiday,Yes,March,382
Morning,Spring,No Holiday,Yes,March,297
Morning,Spring,No Holiday,Yes,March,243
Morning,Spring,No Holiday,Yes,March,165
Morning,Spring,No Holiday,Yes,March,95
Morning,Spring,No Holiday,Yes,March,69
Morning,Spring,No Holiday,Yes,March,92
Morning,Spring,No Holiday,Yes,March,235
Morning,Spring,No Holiday,Yes,March,677
Morning,Spring,No Holiday,Yes,March,1212
Morning,Spring,No Holiday,Yes,March,661
Morning,Spring,No Holiday,Yes,March,418
Morning,Spring,No Holiday,Yes,March,488
Morning,Spring,No Holiday,Yes,March,522
Afternoon,Spring,No Holiday,Yes,March,516
Afternoon,Spring,No Holiday,Yes,March,478
Afternoon,Spring,No Holiday,Yes,March,492
Afternoon,Spring,No Holiday,Yes,March,518
Afternoon,Spring,No Holiday,Yes,March,719
Afternoon,Spring,No Holiday,Yes,March,1111
Night,Spring,No Holiday,Yes,March,716
Night,Spring,No Holiday,Yes,March,543
Night,Spring,No Holiday,Yes,March,494
Night,Spring,No Holiday,Yes,March,460
Night,Spring,No Holiday,Yes,March,294
Morning,Spring,No Holiday,Yes,March,240
Morning,Spring,No Holiday,Yes,March,223
Morning,Spring,No Holiday,Yes,March,147
Morning,Spring,No Holiday,Yes,March,82
Morning,Spring,No Holiday,Yes,March,70
Morning,Spring,No Holiday,Yes,March,80
Morning,Spring,No Holiday,Yes,March,209
Morning,Spring,No Holiday,Yes,March,605
Morning,Spring,No Holiday,Yes,March,1097
Morning,Spring,No Holiday,Yes,March,614
Morning,Spring,No Holiday,Yes,March,374
Morning,Spring,No Holiday,Yes,March,339
Morning,Spring,No Holiday,Yes,March,333
Afternoon,Spring,No Holiday,Yes,March,196
Afternoon,Spring,No Holiday,Yes,March,117
Afternoon,Spring,No Holiday,Yes,March,184
Afternoon,Spring,No Holiday,Yes,March,241
Afternoon,Spring,No Holiday,Yes,March,319
Afternoon,Spring,No Holiday,Yes,March,615
Night,Spring,No Holiday,Yes,March,402
Night,Spring,No Holiday,Yes,March,120
Night,Spring,No Holiday,Yes,March,231
Night,Spring,No Holiday,Yes,March,320
Night,Spring,No Holiday,Yes,March,226
Morning,Spring,No Holiday,Yes,March,243
Morning,Spring,No Holiday,Yes,March,247
Morning,Spring,No Holiday,Yes,March,173
Morning,Spring,No Holiday,Yes,March,107
Morning,Spring,No Holiday,Yes,March,75
Morning,Spring,No Holiday,Yes,March,81
Morning,Spring,No Holiday,Yes,March,212
Morning,Spring,No Holiday,Yes,March,600
Morning,Spring,No Holiday,Yes,March,1174
Morning,Spring,No Holiday,Yes,March,653
Morning,Spring,No Holiday,Yes,March,446
Morning,Spring,No Holiday,Yes,March,565
Morning,Spring,No Holiday,Yes,March,668
Afternoon,Spring,No Holiday,Yes,March,648
Afternoon,Spring,No Holiday,Yes,March,674
Afternoon,Spring,No Holiday,Yes,March,758
Afternoon,Spring,No Holiday,Yes,March,752
Afternoon,Spring,No Holiday,Yes,March,999
Afternoon,Spring,No Holiday,Yes,March,1495
Night,Spring,No Holiday,Yes,March,923
Night,Spring,No Holiday,Yes,March,739
Night,Spring,No Holiday,Yes,March,726
Night,Spring,No Holiday,Yes,March,621
Night,Spring,No Holiday,Yes,March,428
Morning,Spring,No Holiday,Yes,March,335
Morning,Spring,No Holiday,Yes,March,283
Morning,Spring,No Holiday,Yes,March,216
Morning,Spring,No Holiday,Yes,March,128
Morning,Spring,No Holiday,Yes,March,92
Morning,Spring,No Holiday,Yes,March,95
Morning,Spring,No Holiday,Yes,March,243
Morning,Spring,No Holiday,Yes,March,661
Morning,Spring,No Holiday,Yes,March,1216
Morning,Spring,No Holiday,Yes,March,664
Morning,Spring,No Holiday,Yes,March,461
Morning,Spring,No Holiday,Yes,March,584
Morning,Spring,No Holiday,Yes,March,690
Afternoon,Spring,No Holiday,Yes,March,682
Afternoon,Spring,No Holiday,Yes,March,758
Afternoon,Spring,No Holiday,Yes,March,849
Afternoon,Spring,No Holiday,Yes,March,901
Afternoon,Spring,No Holiday,Yes,March,1108
Afternoon,Spring,No Holiday,Yes,March,1611
Night,Spring,No Holiday,Yes,March,932
Night,Spring,No Holiday,Yes,March,724
Night,Spring,No Holiday,Yes,March,676
Night,Spring,No Holiday,Yes,March,638
Night,Spring,No Holiday,Yes,March,422
Morning,Spring,No Holiday,Yes,March,403
Morning,Spring,No Holiday,Yes,March,360
Morning,Spring,No Holiday,Yes,March,305
Morning,Spring,No Holiday,Yes,March,197
Morning,Spring,No Holiday,Yes,March,122
Morning,Spring,No Holiday,Yes,March,82
Morning,Spring,No Holiday,Yes,March,113
Morning,Spring,No Holiday,Yes,March,198
Morning,Spring,No Holiday,Yes,March,424
Morning,Spring,No Holiday,Yes,March,456
Morning,Spring,No Holiday,Yes,March,494
Morning,Spring,No Holiday,Yes,March,589
Morning,Spring,No Holiday,Yes,March,806
Afternoon,Spring,No Holiday,Yes,March,880
Afternoon,Spring,No Holiday,Yes,March,855
Afternoon,Spring,No Holiday,Yes,March,1025
Afternoon,Spring,No Holiday,Yes,March,947
Afternoon,Spring,No Holiday,Yes,March,916
Afternoon,Spring,No Holiday,Yes,March,736
Night,Spring,No Holiday,Yes,March,521
Night,Spring,No Holiday,Yes,March,513
Night,Spring,No Holiday,Yes,March,487
Night,Spring,No Holiday,Yes,March,460
Night,Spring,No Holiday,Yes,March,354
Morning,Spring,No Holiday,Yes,March,372
Morning,Spring,No Holiday,Yes,March,267
Morning,Spring,No Holiday,Yes,March,195
Morning,Spring,No Holiday,Yes,March,139
Morning,Spring,No Holiday,Yes,March,90
Morning,Spring,No Holiday,Yes,March,60
Morning,Spring,No Holiday,Yes,March,71
Morning,Spring,No Holiday,Yes,March,137
Morning,Spring,No Holiday,Yes,March,225
Morning,Spring,No Holiday,Yes,March,331
Morning,Spring,No Holiday,Yes,March,359
Morning,Spring,No Holiday,Yes,March,466
Morning,Spring,No Holiday,Yes,March,626
Afternoon,Spring,No Holiday,Yes,March,784
Afternoon,Spring,No Holiday,Yes,March,882
Afternoon,Spring,No Holiday,Yes,March,960
Afternoon,Spring,No Holiday,Yes,March,1031
Afternoon,Spring,No Holiday,Yes,March,911
Afternoon,Spring,No Holiday,Yes,March,768
Night,Spring,No Holiday,Yes,March,571
Night,Spring,No Holiday,Yes,March,502
Night,Spring,No Holiday,Yes,March,456
Night,Spring,No Holiday,Yes,March,424
Night,Spring,No Holiday,Yes,March,336
Morning,Spring,No Holiday,Yes,March,244
Morning,Spring,No Holiday,Yes,March,185
Morning,Spring,No Holiday,Yes,March,93
Morning,Spring,No Holiday,Yes,March,62
Morning,Spring,No Holiday,Yes,March,65
Morning,Spring,No Holiday,Yes,March,98
Morning,Spring,No Holiday,Yes,March,227
Morning,Spring,No Holiday,Yes,March,581
Morning,Spring,No Holiday,Yes,March,983
Morning,Spring,No Holiday,Yes,March,540
Morning,Spring,No Holiday,Yes,March,415
Morning,Spring,No Holiday,Yes,March,422
Morning,Spring,No Holiday,Yes,March,492
Afternoon,Spring,No Holiday,Yes,March,504
Afternoon,Spring,No Holiday,Yes,March,575
Afternoon,Spring,No Holiday,Yes,March,604
Afternoon,Spring,No Holiday,Yes,March,819
Afternoon,Spring,No Holiday,Yes,March,925
Afternoon,Spring,No Holiday,Yes,March,1477
Night,Spring,No Holiday,Yes,March,1031
Night,Spring,No Holiday,Yes,March,835
Night,Spring,No Holiday,Yes,March,798
Night,Spring,No Holiday,Yes,March,662
Night,Spring,No Holiday,Yes,March,447
Morning,Spring,No Holiday,Yes,March,380
Morning,Spring,No Holiday,Yes,March,278
Morning,Spring,No Holiday,Yes,March,163
Morning,Spring,No Holiday,Yes,March,127
Morning,Spring,No Holiday,Yes,March,95
Morning,Spring,No Holiday,Yes,March,110
Morning,Spring,No Holiday,Yes,March,231
Morning,Spring,No Holiday,Yes,March,705
Morning,Spring,No Holiday,Yes,March,1201
Morning,Spring,No Holiday,Yes,March,699
Morning,Spring,No Holiday,Yes,March,462
Morning,Spring,No Holiday,Yes,March,560
Morning,Spring,No Holiday,Yes,March,586
Afternoon,Spring,No Holiday,Yes,March,563
Afternoon,Spring,No Holiday,Yes,March,618
Afternoon,Spring,No Holiday,Yes,March,636
Afternoon,Spring,No Holiday,Yes,March,774
Afternoon,Spring,No Holiday,Yes,March,960
Afternoon,Spring,No Holiday,Yes,March,1521
Night,Spring,No Holiday,Yes,March,1020
Night,Spring,No Holiday,Yes,March,864
Night,Spring,No Holiday,Yes,March,866
Night,Spring,No Holiday,Yes,March,764
Night,Spring,No Holiday,Yes,March,527
Morning,Spring,No Holiday,Yes,March,400
Morning,Spring,No Holiday,Yes,March,337
Morning,Spring,No Holiday,Yes,March,225
Morning,Spring,No Holiday,Yes,March,150
Morning,Spring,No Holiday,Yes,March,104
Morning,Spring,No Holiday,Yes,March,107
Morning,Spring,No Holiday,Yes,March,258
Morning,Spring,No Holiday,Yes,March,741
Morning,Spring,No Holiday,Yes,March,1353
Morning,Spring,No Holiday,Yes,March,723
Morning,Spring,No Holiday,Yes,March,494
Morning,Spring,No Holiday,Yes,March,588
Morning,Spring,No Holiday,Yes,March,629
Afternoon,Spring,No Holiday,Yes,March,723
Afternoon,Spring,No Holiday,Yes,March,698
Afternoon,Spring,No Holiday,Yes,March,785
Afternoon,Spring,No Holiday,Yes,March,943
Afternoon,Spring,No Holiday,Yes,March,1221
Afternoon,Spring,No Holiday,Yes,March,1839
Night,Spring,No Holiday,Yes,March,1288
Night,Spring,No Holiday,Yes,March,1133
Night,Spring,No Holiday,Yes,March,1035
Night,Spring,No Holiday,Yes,March,907
Night,Spring,No Holiday,Yes,March,614
Morning,Spring,No Holiday,Yes,March,466
Morning,Spring,No Holiday,Yes,March,390
Morning,Spring,No Holiday,Yes,March,254
Morning,Spring,No Holiday,Yes,March,170
Morning,Spring,No Holiday,Yes,March,109
Morning,Spring,No Holiday,Yes,March,106
Morning,Spring,No Holiday,Yes,March,274
Morning,Spring,No Holiday,Yes,March,781
Morning,Spring,No Holiday,Yes,March,1281
Morning,Spring,No Holiday,Yes,March,757
Morning,Spring,No Holiday,Yes,March,482
Morning,Spring,No Holiday,Yes,March,583
Morning,Spring,No Holiday,Yes,March,714
Afternoon,Spring,No Holiday,Yes,March,716
Afternoon,Spring,No Holiday,Yes,March,711
Afternoon,Spring,No Holiday,Yes,March,781
Afternoon,Spring,No Holiday,Yes,March,957
Afternoon,Spring,No Holiday,Yes,March,1194
Afternoon,Spring,No Holiday,Yes,March,1776
Night,Spring,No Holiday,Yes,March,1260
Night,Spring,No Holiday,Yes,March,1079
Night,Spring,No Holiday,Yes,March,1046
Night,Spring,No Holiday,Yes,March,949
Night,Spring,No Holiday,Yes,March,614
Morning,Spring,No Holiday,Yes,March,490
Morning,Spring,No Holiday,Yes,March,401
Morning,Spring,No Holiday,Yes,March,261
Morning,Spring,No Holiday,Yes,March,184
Morning,Spring,No Holiday,Yes,March,115
Morning,Spring,No Holiday,Yes,March,117
Morning,Spring,No Holiday,Yes,March,284
Morning,Spring,No Holiday,Yes,March,747
Morning,Spring,No Holiday,Yes,March,1406
Morning,Spring,No Holiday,Yes,March,772
Morning,Spring,No Holiday,Yes,March,583
Morning,Spring,No Holiday,Yes,March,739
Morning,Spring,No Holiday,Yes,March,939
Afternoon,Spring,No Holiday,Yes,March,860
Afternoon,Spring,No Holiday,Yes,March,965
Afternoon,Spring,No Holiday,Yes,March,1068
Afternoon,Spring,No Holiday,Yes,March,1156
Afternoon,Spring,No Holiday,Yes,March,1460
Afternoon,Spring,No Holiday,Yes,March,1935
Night,Spring,No Holiday,Yes,March,1268
Night,Spring,No Holiday,Yes,March,1045
Night,Spring,No Holiday,Yes,March,948
Night,Spring,No Holiday,Yes,March,880
Night,Spring,No Holiday,Yes,March,678
Morning,Spring,No Holiday,Yes,March,537
Morning,Spring,No Holiday,Yes,March,502
Morning,Spring,No Holiday,Yes,March,397
